YEAR,DATE,TIME,STREET1,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,PASSENGER,SPEEDING,REDLIGHT,ALCOHOL,DISABILITY,DIVISION,Record_ID
2018,2018/04/12,1425,625 FINCH AVE W,Major Arterial,North York,43.77151,-79.454334,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,True,False,True,False,False,False,False,True,False,False,D32,14748
2018,2018/08/03,2127,SHEPPARD AVE E,Major Arterial,North York,43.773657,-79.353282,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,True,False,True,False,False,False,False,False,False,False,D33,14749
2018,2018/08/04,1425,FINCHDENE SQ,Minor Arterial,Scarborough,43.815356,-79.231464,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,20 to 24,Major,False,False,False,True,False,False,False,False,False,False,D42,14750
2018,2018/09/16,408,LAWSON RD,Collector,Scarborough,43.787551,-79.15002,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,unknown,None,False,False,True,False,False,True,False,False,False,False,D43,14751
2018,2018/05/21,2020,STEELES AVE W,Major Arterial,North York,43.755068,-79.61552,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,30 to 34,None,False,False,True,False,False,True,True,False,False,False,D23,14752
2018,2018/01/20,2105,MORNINGSIDE AVE,Major Arterial,Scarborough,43.797301,-79.197437,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,True,False,True,False,False,False,False,False,False,False,D42,14753
2018,2018/02/24,849,ROYAL YORK RD,Minor Arterial,Etobicoke York,43.661315,-79.517551,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,True,False,True,False,False,False,False,False,False,False,D22,14754
2018,2018/04/12,1425,625 FINCH AVE W,Major Arterial,North York,43.77151,-79.454334,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,Major,True,False,True,False,False,False,False,True,False,False,D32,14755
2018,2018/08/04,2137,123 CALEDONIA  RD,Minor Arterial,Etobicoke York,43.678824,-79.456218,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,True,False,True,False,False,True,False,False,False,False,D13,14756
2017,2017/10/26,1904,HENDON  AVE,Collector,North York,43.780654,-79.419986,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,True,False,True,False,False,False,False,False,False,False,D32,14757
2018,2018/09/16,408,LAWSON RD,Collector,Scarborough,43.787551,-79.15002,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Major,False,False,True,False,False,True,False,False,False,False,D43,14758
2018,2018/01/22,1130,THURMAN  RD,Major Arterial,North York,43.79074,-79.452991,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,False,True,True,False,False,False,False,False,False,False,D32,14759
2018,2018/05/22,1325,4800 LESLIE ST,Major Arterial,North York,43.779692,-79.365611,Mid-Block,Non Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,True,False,True,False,False,True,False,False,False,False,D33,14760
2018,2018/01/22,1130,THURMAN  RD,Major Arterial,North York,43.79074,-79.452991,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,80 to 84,None,False,True,True,False,False,False,False,False,False,False,D32,14761
2018,2018/02/24,849,ROYAL YORK RD,Minor Arterial,Etobicoke York,43.661315,-79.517551,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,True,False,True,False,False,False,False,False,False,False,D22,14762
2018,2018/04/12,2000,WILSON AVE,Major Arterial,North York,43.723284,-79.49673,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,None,False,False,True,False,False,True,False,True,False,False,D31,14763
2018,2018/08/04,2137,123 CALEDONIA  RD,Minor Arterial,Etobicoke York,43.678824,-79.456218,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,True,False,True,False,False,True,False,False,False,False,D13,14764
2017,2017/10/27,2031,FINCH  AVE W,Major Arterial,Etobicoke York,43.743193,-79.582073,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Minor,False,True,True,False,False,False,False,False,False,False,D23,14765
2018,2018/09/16,408,LAWSON RD,Collector,Scarborough,43.787551,-79.15002,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Minimal,False,False,True,False,False,True,False,False,False,False,D43,14766
2018,2018/05/22,1325,4800 LESLIE ST,Major Arterial,North York,43.779692,-79.365611,Mid-Block,Non Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,65 to 69,None,True,False,True,False,False,True,False,False,False,False,D33,14767
2018,2018/05/22,1325,4800 LESLIE ST,Major Arterial,North York,43.779692,-79.365611,Mid-Block,Non Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,True,False,True,False,False,True,False,False,False,False,D33,14768
2018,2018/08/04,2137,123 CALEDONIA  RD,Minor Arterial,Etobicoke York,43.678824,-79.456218,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,55 to 59,None,True,False,True,False,False,True,False,False,False,False,D13,14769
2017,2017/10/27,2031,FINCH  AVE W,Major Arterial,Etobicoke York,43.743193,-79.582073,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,Major,False,True,True,False,False,False,False,False,False,False,D23,14770
2018,2018/04/12,2000,WILSON AVE,Major Arterial,North York,43.723284,-79.49673,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,None,False,False,True,False,False,True,False,True,False,False,D31,14771
2018,2018/09/16,936,WILLOWDALE AVE,Minor Arterial,North York,43.78337,-79.407832,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,None,False,False,True,False,False,True,False,True,False,False,D32,14772
2018,2018/02/24,1950,ROYAL YORK RD,Major Arterial,Etobicoke York,43.647292,-79.511325,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,True,False,True,False,False,False,False,False,False,False,D22,14773
2018,2018/05/22,1552,DUNDAS ST W,Minor Arterial,Toronto and East York,43.658751,-79.453182,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,65 to 69,None,False,True,True,False,False,True,False,False,False,False,D11,14774
2018,2018/08/06,914,CLAREMORE AVE,Local,Scarborough,43.706175,-79.254787,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,65 to 69,None,True,False,True,False,False,False,False,False,False,False,D41,14775
2018,2018/09/16,936,WILLOWDALE AVE,Minor Arterial,North York,43.78337,-79.407832,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,None,False,False,True,False,False,True,False,True,False,False,D32,14776
2017,2017/10/30,1423,KENNEDY RD,Major Arterial,Scarborough,43.762652,-79.279971,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,True,False,True,False,False,False,False,False,False,False,D41,14777
2018,2018/01/22,1525,HANNA RD,Local,North York,43.701487,-79.365566,Intersection,At Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,None,False,True,True,False,False,False,False,False,False,False,D53,14778
2017,2017/10/30,1423,KENNEDY RD,Major Arterial,Scarborough,43.762652,-79.279971,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,True,False,True,False,False,False,False,False,False,False,D41,14779
2018,2018/04/12,2000,WILSON AVE,Major Arterial,North York,43.723284,-79.49673,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,False,False,True,False,False,True,False,True,False,False,D31,14780
2018,2018/02/24,1950,ROYAL YORK RD,Major Arterial,Etobicoke York,43.647292,-79.511325,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,True,False,True,False,False,False,False,False,False,False,D22,14781
2018,2018/05/22,1552,DUNDAS ST W,Minor Arterial,Toronto and East York,43.658751,-79.453182,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,None,False,True,True,False,False,True,False,False,False,False,D11,14782
2018,2018/08/06,914,CLAREMORE AVE,Local,Scarborough,43.706175,-79.254787,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Wheelchair,80 to 84,Fatal,True,False,True,False,False,False,False,False,False,False,D41,14783
2018,2018/09/16,936,WILLOWDALE AVE,Minor Arterial,North York,43.78337,-79.407832,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,50 to 54,Major,False,False,True,False,False,True,False,True,False,False,D32,14784
2017,2017/10/31,2223,STEELES AVE W,Major Arterial,Etobicoke York,43.781508,-79.494464,Intersection,At Intersection,Traffic Signal,Other,Dark,Other,Fatal,Turning Movement,Passenger,45 to 49,Fatal,False,False,True,False,False,True,False,False,False,False,D31,14785
2018,2018/04/13,1512,JANE ST,Major Arterial,Etobicoke York,43.719008,-79.508113,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Pedestrian Collisions,Driver,55 to 59,Minor,True,False,True,False,False,False,True,False,False,False,D31,14786
2018,2018/02/26,842,COLLIER ST,Local,Toronto and East York,43.672366,-79.386119,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Other,60 to 64,Major,False,False,True,False,False,False,False,False,False,False,D53,14787
2018,2018/05/22,1552,DUNDAS ST W,Minor Arterial,Toronto and East York,43.658751,-79.453182,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,False,True,True,False,False,True,False,False,False,False,D11,14788
2018,2018/01/22,1525,HANNA RD,Local,North York,43.701487,-79.365566,Intersection,At Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,False,True,True,False,False,False,False,False,False,False,D53,14789
2018,2018/08/06,1207,QUEEN ST W,Major Arterial,Toronto and East York,43.640952,-79.434474,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,50 to 54,None,True,False,False,False,True,True,False,False,False,False,D14,14790
2018,2018/09/16,936,WILLOWDALE AVE,Minor Arterial,North York,43.78337,-79.407832,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,10 to 14,Minimal,False,False,True,False,False,True,False,True,False,False,D32,14791
2017,2017/10/31,2223,STEELES AVE W,Major Arterial,Etobicoke York,43.781508,-79.494464,Intersection,At Intersection,Traffic Signal,Other,Dark,Other,Fatal,Turning Movement,Driver,55 to 59,Major,False,False,True,False,False,True,False,False,False,False,D31,14792
2018,2018/02/26,842,COLLIER ST,Local,Toronto and East York,43.672366,-79.386119,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,55 to 59,None,False,False,True,False,False,False,False,False,False,False,D53,14793
2018,2018/09/16,1329,DUNDAS ST W,Major Arterial,Etobicoke York,43.665461,-79.476634,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,True,False,False,False,False,False,False,False,False,False,D11,14794
2018,2018/04/13,1512,JANE ST,Major Arterial,Etobicoke York,43.719008,-79.508113,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,True,False,True,False,False,False,True,False,False,False,D31,14795
2018,2018/05/23,2325,KINGSTON RD,Major Arterial,Scarborough,43.702361,-79.254146,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,25 to 29,Major,False,False,False,True,False,False,False,False,False,False,D41,14796
2018,2018/01/22,2316,483 DUNDAS ST W,Major Arterial,Toronto and East York,43.652999,-79.397411,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,True,False,True,False,False,False,False,False,False,False,D52,14797
2018,2018/08/06,1207,QUEEN ST W,Major Arterial,Toronto and East York,43.640952,-79.434474,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,55 to 59,None,True,False,False,False,True,True,False,False,False,False,D14,14798
2017,2017/10/31,2223,STEELES AVE W,Major Arterial,Etobicoke York,43.781508,-79.494464,Intersection,At Intersection,Traffic Signal,Other,Dark,Other,Fatal,Turning Movement,Driver,15 to 19,None,False,False,True,False,False,True,False,False,False,False,D31,14799
2018,2018/09/16,1329,DUNDAS ST W,Major Arterial,Etobicoke York,43.665461,-79.476634,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,Major,True,False,False,False,False,False,False,False,False,False,D11,14800
2018,2018/04/13,1918,THE WESTWAY,Major Arterial,Etobicoke York,43.685553,-79.55466,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,False,True,True,False,False,False,False,False,False,False,D23,14801
2018,2018/08/06,1207,QUEEN ST W,Major Arterial,Toronto and East York,43.640952,-79.434474,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,True,False,False,False,True,True,False,False,False,False,D14,14802
2018,2018/05/27,1010,BENSON AVE,Minor Arterial,Toronto and East York,43.680037,-79.425021,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,True,False,True,False,False,False,False,False,False,False,D13,14803
2018,2018/02/27,1530,CANONGATE TRL,Collector,Scarborough,43.818522,-79.306857,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,10 to 14,Fatal,True,False,True,False,False,False,False,False,False,False,D42,14804
2018,2018/01/22,2316,483 DUNDAS ST W,Major Arterial,Toronto and East York,43.652999,-79.397411,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,True,False,True,False,False,False,False,False,False,False,D52,14805
2018,2018/09/17,1001,STEELES AVE W,Major Arterial,North York,43.781508,-79.494464,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,55 to 59,None,False,True,False,False,True,False,False,False,False,False,D31,14806
2018,2018/02/27,1530,CANONGATE TRL,Collector,Scarborough,43.818522,-79.306857,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,75 to 79,None,True,False,True,False,False,False,False,False,False,False,D42,14807
2018,2018/04/13,1918,THE WESTWAY,Major Arterial,Etobicoke York,43.685553,-79.55466,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,False,True,True,False,False,False,False,False,False,False,D23,14808
2018,2018/08/07,900,DOVERCOURT RD,Major Arterial,Toronto and East York,43.661078,-79.429393,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,Minor,False,False,True,True,False,False,False,False,False,False,D14,14809
2017,2017/11/01,1903,KEELE ST,Major Arterial,North York,43.725939,-79.481868,Mid-Block,Non Intersection,Traffic Controller,Clear,"Daylight, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,True,False,True,False,False,False,False,False,False,False,D31,14810
2018,2018/05/27,1010,BENSON AVE,Minor Arterial,Toronto and East York,43.680037,-79.425021,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,True,False,True,False,False,False,False,False,False,False,D13,14811
2018,2018/01/24,725,QUEEN ST W,Major Arterial,Toronto and East York,43.645922,-79.409908,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,True,False,True,False,False,False,False,False,False,False,D14,14812
2018,2018/09/17,1001,STEELES AVE W,Major Arterial,North York,43.781508,-79.494464,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,False,True,False,False,True,False,False,False,False,False,D31,14813
2017,2017/11/01,1903,KEELE ST,Major Arterial,North York,43.725939,-79.481868,Mid-Block,Non Intersection,Traffic Controller,Clear,"Daylight, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,True,False,True,False,False,False,False,False,False,False,D31,14814
2018,2018/02/27,1530,CANONGATE TRL,Collector,Scarborough,43.818522,-79.306857,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,75 to 79,None,True,False,True,False,False,False,False,False,False,False,D42,14815
2018,2018/08/07,900,DOVERCOURT RD,Major Arterial,Toronto and East York,43.661078,-79.429393,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,45 to 49,Major,False,False,True,True,False,False,False,False,False,False,D14,14816
2018,2018/01/24,725,QUEEN ST W,Major Arterial,Toronto and East York,43.645922,-79.409908,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,True,False,True,False,False,False,False,False,False,False,D14,14817
2018,2018/05/27,1700,YONGE ST,Major Arterial,Toronto and East York,43.667491,-79.385654,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,False,False,True,True,False,False,False,False,False,False,D51,14818
2018,2018/09/17,1204,BAY ST,Major Arterial,Toronto and East York,43.647261,-79.379688,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,False,True,False,False,False,False,False,False,False,False,D52,14819
2017,2017/11/02,840,161 THE WEST MALL,Minor Arterial,Etobicoke York,43.621218,-79.560214,Mid-Block,Non Intersection,No Control,Other,Daylight,Other,Fatal,Approaching,Driver,35 to 39,Minor,False,False,True,False,False,False,True,False,False,False,D22,14820
2018,2018/08/08,244,QUEEN ST W,Major Arterial,Toronto and East York,43.645774,-79.410747,Intersection,Intersection Related,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,True,False,False,False,False,True,False,False,False,False,D14,14821
2018,2018/01/24,1150,WARDEN AVE,Major Arterial,Scarborough,43.81428,-79.324542,Mid-Block,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,True,False,True,False,False,False,False,True,False,False,D42,14822
2018,2018/05/27,1700,YONGE ST,Major Arterial,Toronto and East York,43.667491,-79.385654,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,30 to 34,Major,False,False,True,True,False,False,False,False,False,False,D51,14823
2018,2018/09/17,1204,BAY ST,Major Arterial,Toronto and East York,43.647261,-79.379688,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,False,True,False,False,False,False,False,False,False,False,D52,14824
2017,2017/11/02,840,161 THE WEST MALL,Minor Arterial,Etobicoke York,43.621218,-79.560214,Mid-Block,Non Intersection,No Control,Other,Daylight,Other,Fatal,Approaching,Driver,35 to 39,Fatal,False,False,True,False,False,False,True,False,False,False,D22,14825
2018,2018/08/08,244,QUEEN ST W,Major Arterial,Toronto and East York,43.645774,-79.410747,Intersection,Intersection Related,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,50 to 54,None,True,False,False,False,False,True,False,False,False,False,D14,14826
2018,2018/04/21,1,HIGHWAY 2A  E,Expressway,Scarborough,43.785132,-79.164089,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,50 to 54,None,False,False,True,False,False,True,True,False,False,False,D43,14827
2018,2018/01/24,1150,WARDEN AVE,Major Arterial,Scarborough,43.81428,-79.324542,Mid-Block,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,55 to 59,None,True,False,True,False,False,False,False,True,False,False,D42,14828
2018,2018/02/27,2128,ALBION RD,Major Arterial,Etobicoke York,43.745268,-79.613452,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Minor,False,False,True,False,False,False,False,False,True,False,D23,14829
2018,2018/05/27,1907,STAINES RD,Local,Scarborough,43.834822,-79.229938,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,True,False,True,False,False,False,False,False,False,False,D42,14830
2018,2018/09/18,1850,KEELE ST,Major Arterial,Etobicoke York,43.683169,-79.472026,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,40 to 44,Fatal,False,False,True,True,False,False,True,False,False,False,D12,14831
2018,2018/09/18,1850,KEELE ST,Major Arterial,Etobicoke York,43.683169,-79.472026,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,50 to 54,None,False,False,True,True,False,False,True,False,False,False,D12,14832
2018,2018/08/08,244,QUEEN ST W,Major Arterial,Toronto and East York,43.645774,-79.410747,Intersection,Intersection Related,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,45 to 49,None,True,False,False,False,False,True,False,False,False,False,D14,14833
2018,2018/04/21,1,HIGHWAY 2A  E,Expressway,Scarborough,43.785132,-79.164089,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,60 to 64,Minimal,False,False,True,False,False,True,True,False,False,False,D43,14834
2018,2018/01/26,1430,QUEENS QUAY W,Minor Arterial,Toronto and East York,43.639701,-79.381091,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,True,False,False,False,False,False,False,False,False,False,D52,14835
2018,2018/02/27,2128,ALBION RD,Major Arterial,Etobicoke York,43.745268,-79.613452,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,30 to 34,Major,False,False,True,False,False,False,False,False,True,False,D23,14836
2018,2018/05/27,1907,STAINES RD,Local,Scarborough,43.834822,-79.229938,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,True,False,True,False,False,False,False,False,False,False,D42,14837
2018,2018/01/26,1430,QUEENS QUAY W,Minor Arterial,Toronto and East York,43.639701,-79.381091,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,True,False,False,False,False,False,False,False,False,False,D52,14838
2017,2017/11/02,1047,DUFFERIN ST,Minor Arterial,Toronto and East York,43.644625,-79.429508,Intersection,At Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,True,False,False,False,True,False,False,False,False,False,D14,14839
2018,2018/02/28,2117,FINCH AVE W,Major Arterial,Etobicoke York,43.734969,-79.617831,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,0 to 4,None,True,False,True,False,False,True,False,False,False,False,D23,14840
2018,2018/04/21,1,HIGHWAY 2A  E,Expressway,Scarborough,43.785132,-79.164089,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,60 to 64,None,False,False,True,False,False,True,True,False,False,False,D43,14841
2018,2018/08/08,244,QUEEN ST W,Major Arterial,Toronto and East York,43.645774,-79.410747,Intersection,Intersection Related,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,True,False,False,False,False,True,False,False,False,False,D14,14842
2018,2018/09/19,1242,F G GARDINER XY  E,Expressway,Toronto and East York,43.645251,-79.3717,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,25 to 29,Major,False,False,False,True,False,False,True,False,True,False,D51,14843
2018,2018/05/29,934,STEELES AVE E,Major Arterial,Scarborough,43.823569,-79.307048,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Other,Passenger,80 to 84,Fatal,False,False,False,False,False,True,False,False,False,False,D42,14844
2018,2018/01/26,2055,TAPSCOTT RD,Minor Arterial,Scarborough,43.804679,-79.22578,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,35 to 39,Major,False,False,True,False,False,True,True,False,True,False,D42,14845
2017,2017/11/02,1047,DUFFERIN ST,Minor Arterial,Toronto and East York,43.644625,-79.429508,Intersection,At Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,55 to 59,None,True,False,False,False,True,False,False,False,False,False,D14,14846
2018,2018/02/28,2117,FINCH AVE W,Major Arterial,Etobicoke York,43.734969,-79.617831,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,20 to 24,None,True,False,True,False,False,True,False,False,False,False,D23,14847
