YEAR,DATE,TIME,STREET1,ROAD_CLASS,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,PASSENGER,SPEEDING,REDLIGHT,ALCOHOL,DISABILITY,Record_ID,division_id,district_id
2018,2018/05/07,1746,DANFORTH AVE,Major Arterial,43.683871,-79.32085,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,True,False,True,False,False,False,False,False,False,False,14455,div7,district1
2018,2018/05/07,1746,DANFORTH AVE,Major Arterial,43.683871,-79.32085,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Wheelchair,75 to 79,Major,True,False,True,False,False,False,False,False,False,False,14459,div7,district1
2018,2018/07/19,711,BROADVIEW AVE,Minor Arterial,43.690203,-79.355121,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,True,False,True,False,False,False,False,False,False,False,14502,div7,district1
2018,2018/05/10,1845,EASTERN AVE,Minor Arterial,43.665419,-79.31618,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,False,False,True,True,False,False,False,False,False,False,14507,div7,district1
2018,2018/05/10,1845,EASTERN AVE,Minor Arterial,43.665419,-79.31618,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,40 to 44,Major,False,False,True,True,False,False,False,False,False,False,14514,div7,district1
2018,2018/07/19,711,BROADVIEW AVE,Minor Arterial,43.690203,-79.355121,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,True,False,True,False,False,False,False,False,False,False,14519,div7,district1
2017,2017/10/17,1143,COXWELL AVE,Minor Arterial,43.690516,-79.326534,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,True,False,True,False,False,False,False,False,False,False,14580,div7,district1
2017,2017/10/17,1143,COXWELL AVE,Minor Arterial,43.690516,-79.326534,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,True,False,True,False,False,False,False,False,False,False,14587,div7,district1
2018,2018/05/16,800,JONES AVE,Minor Arterial,43.666098,-79.334277,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Truck Driver,25 to 29,None,False,True,False,False,True,False,False,False,False,False,14590,div7,district1
2018,2018/05/16,800,JONES AVE,Minor Arterial,43.666098,-79.334277,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,50 to 54,Fatal,False,True,False,False,True,False,False,False,False,False,14602,div7,district1
2018,2018/08/10,1038,KINGSTON RD,Major Arterial,43.678813,-79.297984,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,True,False,True,False,False,False,False,False,False,False,14884,div7,district1
2018,2018/05/30,2103,WOODBINE AVE,Major Arterial,43.683352,-79.311801,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,False,True,True,False,False,False,False,False,False,False,14886,div7,district1
2018,2018/08/10,1038,KINGSTON RD,Major Arterial,43.678813,-79.297984,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,True,False,True,False,False,False,False,False,False,False,14892,div7,district1
2018,2018/05/30,2103,WOODBINE AVE,Major Arterial,43.683352,-79.311801,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,None,False,True,True,False,False,False,False,False,False,False,14899,div7,district1
2018,2018/09/23,1735,DANFORTH AVE,Major Arterial,43.68141,-79.332347,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,False,True,True,False,False,False,False,False,False,False,14951,div7,district1
2018,2018/09/23,1735,DANFORTH AVE,Major Arterial,43.68141,-79.332347,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,70 to 74,Major,False,True,True,False,False,False,False,False,False,False,14955,div7,district1
2018,2018/09/24,1143,DEWHURST BLVD,Major Arterial,43.679942,-79.339397,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,30 to 34,Major,False,False,True,False,False,False,False,False,False,False,14970,div7,district1
2018,2018/09/24,1143,DEWHURST BLVD,Major Arterial,43.679942,-79.339397,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,None,False,False,True,False,False,False,False,False,False,False,14972,div7,district1
2019,2019/01/08,1838,O CONNOR DR,Major Arterial,43.70674,-79.311771,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,True,False,True,False,False,False,False,False,False,False,15127,div7,district1
2019,2019/01/08,1838,O CONNOR DR,Major Arterial,43.70674,-79.311771,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Driver,55 to 59,None,True,False,True,False,False,False,False,False,False,False,15145,div7,district1
2018,2018/11/01,1835,DANFORTH AVE,Major Arterial,43.687472,-79.304965,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,75 to 79,Major,True,False,True,False,False,True,False,False,False,False,15160,div7,district1
2018,2018/11/01,1835,DANFORTH AVE,Major Arterial,43.687472,-79.304965,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,70 to 74,Major,True,False,True,False,False,True,False,False,False,False,15168,div7,district1
2018,2018/11/01,1835,DANFORTH AVE,Major Arterial,43.687472,-79.304965,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Minimal,True,False,True,False,False,True,False,False,False,False,15176,div7,district1
2018,2018/10/04,700,DUNDAS ST E,Minor Arterial,43.66408,-79.343036,Mid-Block,Non Intersection,No Control,Rain,Dawn,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,False,True,True,False,False,False,False,False,False,False,15279,div7,district1
2018,2018/10/04,700,DUNDAS ST E,Minor Arterial,43.66408,-79.343036,Mid-Block,Non Intersection,No Control,Rain,Dawn,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,False,True,True,False,False,False,False,False,False,False,15286,div7,district1
2019,2019/06/07,1925,DANFORTH AVE,Major Arterial,43.683478,-79.322536,Mid-Block,Non Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,True,False,True,False,False,True,False,False,False,False,15304,div7,district1
2019,2019/04/23,552,DANFORTH AVE,Major Arterial,43.690436,-79.291484,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,False,False,True,True,False,False,False,False,False,False,15306,div7,district1
2018,2018/10/05,1515,GERRARD ST E,Minor Arterial,43.675326,-79.320293,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,30 to 34,None,False,False,True,False,False,True,True,False,False,False,15310,div7,district1
2018,2018/12/07,300,758 QUEEN ST E,Minor Arterial,43.659239,-79.347896,Mid-Block,Non Intersection,No Control,Drifting Snow,"Dark, artificial",Loose Snow,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,False,True,True,False,False,False,False,False,False,False,15312,div7,district1
2019,2019/06/07,1925,DANFORTH AVE,Major Arterial,43.683478,-79.322536,Mid-Block,Non Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,35 to 39,None,True,False,True,False,False,True,False,False,False,False,15314,div7,district1
2019,2019/04/23,552,DANFORTH AVE,Major Arterial,43.690436,-79.291484,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,False,False,True,True,False,False,False,False,False,False,15315,div7,district1
2018,2018/12/07,300,758 QUEEN ST E,Minor Arterial,43.659239,-79.347896,Mid-Block,Non Intersection,No Control,Drifting Snow,"Dark, artificial",Loose Snow,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,Major,False,True,True,False,False,False,False,False,False,False,15317,div7,district1
2018,2018/10/05,1515,GERRARD ST E,Minor Arterial,43.675326,-79.320293,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Major,False,False,True,False,False,True,True,False,False,False,15321,div7,district1
2019,2019/06/07,1925,DANFORTH AVE,Major Arterial,43.683478,-79.322536,Mid-Block,Non Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,True,False,True,False,False,True,False,False,False,False,15325,div7,district1
2019,2019/04/27,309,EASTERN AVE,Major Arterial,43.656424,-79.347522,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,False,False,True,False,False,False,True,False,False,False,15372,div7,district1
2018,2018/10/07,305,DON VALLEY PARKWAY  N,Expressway,43.6561,-79.351756,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Sideswipe,Driver,20 to 24,Major,False,False,True,False,False,True,True,False,False,False,15415,div7,district1
2018,2018/10/07,305,DON VALLEY PARKWAY  N,Expressway,43.6561,-79.351756,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Sideswipe,Driver,25 to 29,None,False,False,True,False,False,True,True,False,False,False,15417,div7,district1
2019,2019/03/18,914,DANFORTH AVE,Major Arterial,43.679801,-79.340137,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,True,False,True,False,False,False,False,False,False,False,15421,div7,district1
2018,2018/10/07,305,DON VALLEY PARKWAY  N,Expressway,43.6561,-79.351756,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Sideswipe,Passenger,20 to 24,None,False,False,True,False,False,True,True,False,False,False,15424,div7,district1
2019,2019/03/18,914,DANFORTH AVE,Major Arterial,43.679801,-79.340137,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,True,False,True,False,False,False,False,False,False,False,15428,div7,district1
2018,2018/10/08,2015,685 QUEEN ST E,Major Arterial,43.658515,-79.35094,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Cyclist Collisions,Cyclist,60 to 64,Fatal,False,True,True,False,False,False,False,False,False,False,15450,div7,district1
2018,2018/10/08,2015,685 QUEEN ST E,Major Arterial,43.658515,-79.35094,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Cyclist Collisions,Driver,30 to 34,None,False,True,True,False,False,False,False,False,False,False,15460,div7,district1
2018,2018/10/08,2015,685 QUEEN ST E,Major Arterial,43.658515,-79.35094,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Cyclist Collisions,Other,unknown,None,False,True,True,False,False,False,False,False,False,False,15469,div7,district1
2018,2018/10/12,1335,GERRARD ST E,Minor Arterial,43.685912,-79.290714,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,15 to 19,None,True,False,True,False,False,True,True,False,False,False,15523,div7,district1
2018,2018/10/12,1335,GERRARD ST E,Minor Arterial,43.685912,-79.290714,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,15 to 19,None,True,False,True,False,False,True,True,False,False,False,15532,div7,district1
2018,2018/10/12,1335,GERRARD ST E,Minor Arterial,43.685912,-79.290714,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,True,False,True,False,False,True,True,False,False,False,15534,div7,district1
2018,2018/11/19,847,WALPOLE AVE,Collector,43.674464,-79.327205,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,True,False,True,False,False,False,False,False,False,False,15546,div7,district1
2018,2018/11/19,847,WALPOLE AVE,Collector,43.674464,-79.327205,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,0 to 4,Major,True,False,True,False,False,False,False,False,False,False,15548,div7,district1
2019,2019/05/07,211,WOODBINE AVE,Major Arterial,43.667052,-79.305064,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,25 to 29,Major,False,False,True,False,False,True,True,False,False,False,15561,div7,district1
2019,2019/05/07,211,WOODBINE AVE,Major Arterial,43.667052,-79.305064,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Unattended Vehicle,Passenger,20 to 24,Minor,False,False,True,False,False,True,True,False,False,False,15569,div7,district1
2019,2019/05/10,2200,DANFORTH AVE,Major Arterial,43.677485,-79.351924,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,30 to 34,Major,False,False,True,False,False,True,False,False,False,True,15612,div7,district1
2019,2019/05/10,2200,DANFORTH AVE,Major Arterial,43.677485,-79.351924,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,False,False,True,False,False,True,False,False,False,True,15620,div7,district1
2019,2019/05/10,2200,DANFORTH AVE,Major Arterial,43.677485,-79.351924,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Other,15 to 19,None,False,False,True,False,False,True,False,False,False,True,15625,div7,district1
2019,2019/05/10,2200,DANFORTH AVE,Major Arterial,43.677485,-79.351924,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,45 to 49,Minor,False,False,True,False,False,True,False,False,False,True,15641,div7,district1
2019,2019/06/20,1532,DANFORTH AVE,Major Arterial,43.680533,-79.336284,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,70 to 74,None,False,False,True,True,False,True,False,False,False,False,15647,div7,district1
2019,2019/06/20,1532,DANFORTH AVE,Major Arterial,43.680533,-79.336284,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,45 to 49,Major,False,False,True,True,False,True,False,False,False,False,15656,div7,district1
2019,2019/06/20,1532,DANFORTH AVE,Major Arterial,43.680533,-79.336284,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,65 to 69,None,False,False,True,True,False,True,False,False,False,False,15666,div7,district1
2019,2019/03/30,352,2747 ST CLAIR AVE E,Major Arterial,43.706233,-79.308681,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,30 to 34,Major,False,False,True,False,False,False,True,False,False,False,15692,div7,district1
2019,2019/04/01,848,QUEEN ST E,Major Arterial,43.658259,-79.352199,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,True,False,True,False,False,False,False,False,False,False,15703,div7,district1
2019,2019/04/01,848,QUEEN ST E,Major Arterial,43.658259,-79.352199,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Minimal,True,False,True,False,False,False,False,False,False,False,15712,div7,district1
2019,2019/04/01,848,QUEEN ST E,Major Arterial,43.658259,-79.352199,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,True,False,True,False,False,False,False,False,False,False,15720,div7,district1
2019,2019/08/22,1823,LAKE SHORE BLVD E,Major Arterial,43.6622,-79.31483,Intersection,At Intersection,Traffic Controller,Clear,Dusk,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,Major,False,False,True,True,False,False,False,False,False,False,15805,div7,district1
2018,2018/11/28,1812,DON MILLS RD,Major Arterial,43.702132,-79.335933,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,20 to 24,Major,False,False,True,False,False,True,False,False,False,False,15808,div7,district1
2019,2019/08/22,1823,LAKE SHORE BLVD E,Major Arterial,43.6622,-79.31483,Intersection,At Intersection,Traffic Controller,Clear,Dusk,Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,50 to 54,Major,False,False,True,True,False,False,False,False,False,False,15813,div7,district1
2018,2018/11/28,1812,DON MILLS RD,Major Arterial,43.702132,-79.335933,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,40 to 44,Minor,False,False,True,False,False,True,False,False,False,False,15817,div7,district1
2019,2019/07/28,1503,ST CLAIR AVE E,Major Arterial,43.708571,-79.298282,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,85 to 89,Minimal,False,False,True,True,False,False,False,False,False,False,15822,div7,district1
2018,2018/11/28,1812,DON MILLS RD,Major Arterial,43.702132,-79.335933,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Passenger,25 to 29,Minor,False,False,True,False,False,True,False,False,False,False,15823,div7,district1
2019,2019/07/28,1503,ST CLAIR AVE E,Major Arterial,43.708571,-79.298282,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Motorcycle Driver,55 to 59,Major,False,False,True,True,False,False,False,False,False,False,15830,div7,district1
2018,2018/11/28,1812,DON MILLS RD,Major Arterial,43.702132,-79.335933,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Passenger,25 to 29,Major,False,False,True,False,False,True,False,False,False,False,15832,div7,district1
2019,2019/07/29,1937,GERRARD ST E,Minor Arterial,43.667624,-79.342769,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,False,True,True,False,False,True,False,False,False,False,15838,div7,district1
2019,2019/02/20,815,GERRARD ST E,Minor Arterial,43.668597,-79.338092,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,50 to 54,None,True,False,False,False,True,False,False,False,False,False,15845,div7,district1
2018,2018/12/25,2130,COSBURN AVE,Minor Arterial,43.695811,-79.319873,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,50 to 54,Major,False,False,True,False,False,True,True,False,False,False,15848,div7,district1
2019,2019/07/29,1937,GERRARD ST E,Minor Arterial,43.667624,-79.342769,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,False,True,True,False,False,True,False,False,False,False,15849,div7,district1
2019,2019/07/29,1937,GERRARD ST E,Minor Arterial,43.667624,-79.342769,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,15 to 19,None,False,True,True,False,False,True,False,False,False,False,15854,div7,district1
2019,2019/02/20,815,GERRARD ST E,Minor Arterial,43.668597,-79.338092,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,True,False,False,False,True,False,False,False,False,False,15857,div7,district1
2018,2018/12/25,2130,COSBURN AVE,Minor Arterial,43.695811,-79.319873,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,30 to 34,None,False,False,True,False,False,True,True,False,False,False,15862,div7,district1
2018,2018/10/26,1157,DANFORTH AVE,Major Arterial,43.676131,-79.358829,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,unknown,None,False,False,True,False,False,False,False,False,False,False,15863,div7,district1
2018,2018/12/25,2130,COSBURN AVE,Minor Arterial,43.695811,-79.319873,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Other,unknown,None,False,False,True,False,False,True,True,False,False,False,15871,div7,district1
2018,2018/10/26,1157,DANFORTH AVE,Major Arterial,43.676131,-79.358829,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,65 to 69,Major,False,False,True,False,False,False,False,False,False,False,15874,div7,district1
2018,2018/12/25,2130,COSBURN AVE,Minor Arterial,43.695811,-79.319873,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Passenger,80 to 84,Minor,False,False,True,False,False,True,True,False,False,False,15881,div7,district1
2018,2018/12/25,2130,COSBURN AVE,Minor Arterial,43.695811,-79.319873,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Passenger,75 to 79,Minor,False,False,True,False,False,True,True,False,False,False,15883,div7,district1
2018,2018/12/25,2130,COSBURN AVE,Minor Arterial,43.695811,-79.319873,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Passenger,55 to 59,Minor,False,False,True,False,False,True,True,False,False,False,15892,div7,district1
2018,2018/12/25,2130,COSBURN AVE,Minor Arterial,43.695811,-79.319873,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Other,40 to 44,None,False,False,True,False,False,True,True,False,False,False,15903,div7,district1
2018,2018/10/31,609,CARLAW AVE,Major Arterial,43.654887,-79.337398,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,Major,True,False,True,False,False,False,False,False,False,False,15913,div7,district1
2018,2018/10/31,609,CARLAW AVE,Major Arterial,43.654887,-79.337398,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Minor,True,False,True,False,False,False,False,False,False,False,15921,div7,district1
2019,2019/07/03,635,MORTIMER AVE,Minor Arterial,43.692423,-79.3157,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,40 to 44,Major,False,False,True,False,False,False,False,False,False,True,15975,div7,district1
2019,2019/05/31,2123,WOODBINE AVE,Major Arterial,43.68072,-79.310718,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,35 to 39,Major,False,False,True,True,False,True,True,True,False,False,15986,div7,district1
2019,2019/05/31,2123,WOODBINE AVE,Major Arterial,43.68072,-79.310718,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,None,False,False,True,True,False,True,True,True,False,False,15991,div7,district1
2019,2019/05/31,2123,WOODBINE AVE,Major Arterial,43.68072,-79.310718,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Passenger,35 to 39,Major,False,False,True,True,False,True,True,True,False,False,15994,div7,district1
2020,2020/10/19,1641,GERRARD ST E,Minor Arterial,43.669436,-79.334415,Mid-Block,Non Intersection,No Control,Rain,"Daylight, artificial",Wet,Non-Fatal Injury,SMV Other,Motorcycle Driver,70 to 74,Major,False,False,False,True,False,False,False,False,False,False,16073,div7,district1
2020,2020/11/20,2345,DON VALLEY PARKWAY  N,Expressway,43.653292,-79.348758,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,30 to 34,Major,False,False,False,True,False,False,False,False,False,False,16149,div7,district1
2020,2020/06/18,958,WOODBINE AVE,Major Arterial,43.67639,-79.308925,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,True,False,True,False,False,False,False,False,False,False,16160,div7,district1
2020,2020/03/03,1520,GERRARD ST E,Minor Arterial,43.683299,-79.302806,Intersection,At Intersection,Pedestrian Crossover,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,True,False,True,False,False,False,False,False,False,False,16205,div7,district1
2020,2020/03/03,1520,GERRARD ST E,Minor Arterial,43.683299,-79.302806,Intersection,At Intersection,Pedestrian Crossover,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,True,False,True,False,False,False,False,False,False,False,16206,div7,district1
2020,2020/03/06,1352,GERRARD ST E,Minor Arterial,43.683879,-79.300121,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,True,False,False,False,False,False,False,False,False,False,16213,div7,district1
2020,2020/03/06,1352,GERRARD ST E,Minor Arterial,43.683879,-79.300121,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,True,False,False,False,False,False,False,False,False,False,16214,div7,district1
2020,2020/03/13,27,QUEEN ST E,Major Arterial,43.658805,-79.349811,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,True,False,True,False,False,False,False,False,True,False,16222,div7,district1
2020,2020/03/13,27,QUEEN ST E,Major Arterial,43.658805,-79.349811,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Minimal,True,False,True,False,False,False,False,False,True,False,16223,div7,district1
2020,2020/03/13,27,QUEEN ST E,Major Arterial,43.658805,-79.349811,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,True,False,True,False,False,False,False,False,True,False,16224,div7,district1
2020,2020/03/19,2116,BROADVIEW AVE,Minor Arterial,43.673163,-79.356059,Intersection,At Intersection,Stop Sign,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,False,False,True,False,False,False,False,False,False,False,16238,div7,district1
2020,2020/03/19,2116,BROADVIEW AVE,Minor Arterial,43.673163,-79.356059,Intersection,At Intersection,Stop Sign,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minimal,False,False,True,False,False,False,False,False,False,False,16239,div7,district1
